,Open,High,Low,Close,Adj Close,Volume
2023-02-13,243.5,248.3800048828125,242.64999389648438,248.14999389648438,246.81027221679688,3068100
2023-02-14,247.00999450683594,247.30999755859375,241.64999389648438,244.36000061035156,243.04074096679688,2512900
2023-02-15,244.1999969482422,248.77000427246094,243.22999572753906,248.6999969482422,247.35731506347656,2398200
2023-02-16,246.5,248.52999877929688,244.52000427246094,246.52000427246094,245.1890869140625,1934900
2023-02-17,247.86000061035156,250.86000061035156,245.6300048828125,247.7899932861328,246.4522247314453,3759300
2023-02-21,244.5,248.0,239.75,240.7100067138672,239.41046142578125,3105900
2023-02-22,241.19000244140625,242.22999572753906,236.4199981689453,237.88999938964844,236.60568237304688,3145200
2023-02-23,240.6699981689453,240.8300018310547,235.60000610351562,237.9499969482422,236.66534423828125,3219000
2023-02-24,235.22999572753906,236.69000244140625,233.02000427246094,236.1699981689453,234.89495849609375,2105500
2023-02-27,239.10000610351562,241.25,238.72000122070312,239.97999572753906,238.68438720703125,1720900
2023-02-28,240.94000244140625,241.10000610351562,238.7100067138672,239.5500030517578,238.2567138671875,2647700
2023-03-01,242.00999450683594,249.6999969482422,241.57000732421875,248.6699981689453,247.3274688720703,4117700
2023-03-02,246.50999450683594,252.49000549316406,246.1300048828125,252.17999267578125,250.8185272216797,2676500
2023-03-03,252.38999938964844,255.39999389648438,249.91000366210938,255.30999755859375,253.93162536621094,2314700
2023-03-06,255.64999389648438,255.6999969482422,251.5800018310547,253.97999572753906,252.6088104248047,2317100
2023-03-07,254.0500030517578,254.75,245.9499969482422,246.13999938964844,244.81114196777344,3018400
2023-03-08,247.99000549316406,251.11000061035156,246.75,248.72000122070312,247.37721252441406,2068600
2023-03-09,248.9499969482422,250.1300048828125,240.61000061035156,240.9600067138672,239.6591033935547,2518800
2023-03-10,236.30999755859375,238.1300048828125,225.8000030517578,227.00999450683594,225.78440856933594,5767500
2023-03-13,222.5800018310547,228.3300018310547,221.5399932861328,224.6999969482422,223.48687744140625,4885100
2023-03-14,228.99000549316406,229.58999633789062,222.1999969482422,225.6699981689453,224.45164489746094,3754900
2023-03-15,219.39999389648438,221.17999267578125,212.57000732421875,217.25999450683594,216.08705139160156,5471700
2023-03-16,215.6699981689453,219.80999755859375,213.32000732421875,218.7100067138672,217.52923583984375,3555000
2023-03-17,217.39999389648438,217.39999389648438,211.42999267578125,215.00999450683594,213.8491973876953,7203000
2023-03-20,217.35000610351562,221.8699951171875,216.47999572753906,220.30999755859375,219.12059020996094,3464200
2023-03-21,224.05999755859375,226.0,223.61000061035156,224.9199981689453,223.70570373535156,3074600
2023-03-22,225.1699981689453,226.58999633789062,219.86000061035156,219.9499969482422,218.7625274658203,2930200
2023-03-23,220.50999450683594,225.3000030517578,217.60000610351562,219.44000244140625,218.2552947998047,2957400
2023-03-24,216.85000610351562,217.42999267578125,213.13999938964844,217.00999450683594,215.83839416503906,2976800
2023-03-27,214.92999267578125,218.9600067138672,213.9199981689453,218.0,216.82305908203125,3209500
2023-03-28,218.14999389648438,220.55999755859375,217.7100067138672,220.16000366210938,218.97140502929688,1802000
2023-03-29,222.74000549316406,223.22000122070312,221.5,223.0,221.7960662841797,1857300
2023-03-30,225.0500030517578,226.33999633789062,223.99000549316406,224.5399932861328,223.32774353027344,1921100
2023-03-31,226.3800048828125,229.05999755859375,224.89999389648438,228.83999633789062,227.6045379638672,2746700
2023-04-03,230.00999450683594,233.85000610351562,228.86000061035156,229.8699951171875,228.62896728515625,2242500
2023-04-04,228.89999389648438,229.49000549316406,216.25,217.4499969482422,216.27603149414062,4282100
2023-04-05,216.1999969482422,217.8800048828125,211.5500030517578,213.52999877929688,212.377197265625,4265300
2023-04-06,212.6699981689453,213.0,208.94000244140625,209.1699981689453,208.0407257080078,4180100
2023-04-10,210.22000122070312,216.08999633789062,209.32000732421875,215.52999877929688,214.36639404296875,3839000
2023-04-11,216.1699981689453,222.89999389648438,216.1699981689453,220.60000610351562,219.40902709960938,3882000
2023-04-12,222.14999389648438,223.22000122070312,219.88999938964844,220.5,219.30955505371094,2385100
2023-04-13,219.94000244140625,222.17999267578125,216.66000366210938,221.6699981689453,220.47325134277344,2909100
2023-04-14,222.99000549316406,225.8300018310547,221.44000244140625,223.67999267578125,222.47238159179688,2246900
2023-04-17,225.00999450683594,226.9199981689453,224.3000030517578,225.24000549316406,224.0239715576172,1751800
2023-04-18,225.55999755859375,227.5,224.05999755859375,225.1999969482422,223.98419189453125,2567100
2023-04-19,224.8000030517578,225.14999389648438,222.41000366210938,224.64999389648438,223.43714904785156,2078400
2023-04-20,222.4199981689453,224.22000122070312,220.92999267578125,222.27000427246094,221.07000732421875,2826800
2023-04-21,220.6699981689453,220.99000549316406,217.5,220.27000427246094,220.27000427246094,2712500
2023-04-24,220.52999877929688,223.69000244140625,220.52999877929688,223.42999267578125,223.42999267578125,2790700
2023-04-25,222.36000061035156,223.22999572753906,218.27000427246094,218.6300048828125,218.6300048828125,2505600
2023-04-26,217.72999572753906,220.38999938964844,216.1199951171875,216.19000244140625,216.19000244140625,3254700
2023-04-27,210.47999572753906,216.0800018310547,204.0399932861328,214.3300018310547,214.3300018310547,7711100
2023-04-28,213.24000549316406,220.55999755859375,213.0,218.8000030517578,218.8000030517578,4668800
2023-05-01,219.33999633789062,221.9600067138672,216.52999877929688,217.27000427246094,217.27000427246094,2876400
2023-05-02,217.11000061035156,217.11000061035156,210.58999633789062,215.14999389648438,215.14999389648438,2858000
2023-05-03,215.63999938964844,219.1699981689453,214.86000061035156,215.63999938964844,215.63999938964844,2635100
2023-05-04,216.0500030517578,216.92999267578125,209.3300018310547,210.3800048828125,210.3800048828125,3211000
2023-05-05,213.58999633789062,215.67999267578125,212.39999389648438,215.08999633789062,215.08999633789062,2716300
2023-05-08,216.44000244140625,218.11000061035156,213.6300048828125,214.7899932861328,214.7899932861328,2414100
2023-05-09,213.74000549316406,215.38999938964844,211.9499969482422,213.49000549316406,213.49000549316406,4111900
2023-05-10,215.42999267578125,215.99000549316406,210.19000244140625,213.1699981689453,213.1699981689453,2446100
2023-05-11,209.0,210.27999877929688,208.4199981689453,210.02999877929688,210.02999877929688,3263300
2023-05-12,211.7100067138672,212.5500030517578,207.92999267578125,209.5399932861328,209.5399932861328,2172300
2023-05-15,210.30999755859375,213.30999755859375,209.14999389648438,211.2899932861328,211.2899932861328,1925600
2023-05-16,210.0500030517578,210.27000427246094,207.0500030517578,207.1999969482422,207.1999969482422,2771500
2023-05-17,209.27999877929688,213.83999633789062,208.64999389648438,212.10000610351562,212.10000610351562,2897400
2023-05-18,211.0,215.66000366210938,210.22999572753906,214.72000122070312,214.72000122070312,2643600
2023-05-19,219.4600067138672,219.88999938964844,212.9499969482422,214.77999877929688,214.77999877929688,4401300
2023-05-22,214.25,217.16000366210938,211.88999938964844,214.25999450683594,214.25999450683594,2540600
2023-05-23,213.1999969482422,215.25999450683594,211.35000610351562,212.7100067138672,212.7100067138672,2298300
2023-05-24,211.80999755859375,212.47999572753906,209.22000122070312,209.6999969482422,209.6999969482422,2964000
2023-05-25,209.69000244140625,211.7899932861328,208.60000610351562,209.97999572753906,209.97999572753906,2243600
2023-05-26,211.74000549316406,213.27999877929688,210.2100067138672,211.8000030517578,211.8000030517578,1973900
2023-05-30,211.17999267578125,212.88999938964844,208.25,209.89999389648438,209.89999389648438,2885900
2023-05-31,209.1300048828125,210.77999877929688,205.60000610351562,205.75,205.75,5937000
2023-06-01,207.67999267578125,210.57000732421875,206.0399932861328,209.07000732421875,209.07000732421875,2989100
2023-06-02,214.9499969482422,227.77999877929688,214.00999450683594,226.6300048828125,226.6300048828125,8356400
2023-06-05,226.99000549316406,226.99000549316406,220.75,222.47000122070312,222.47000122070312,3438400
2023-06-06,221.86000061035156,228.27000427246094,221.4499969482422,226.67999267578125,226.67999267578125,3230100
2023-06-07,227.80999755859375,236.36000061035156,226.27999877929688,235.5500030517578,235.5500030517578,5586400
2023-06-08,234.5399932861328,236.27999877929688,231.74000549316406,234.4499969482422,234.4499969482422,3546800
2023-06-09,235.6999969482422,235.80999755859375,231.42999267578125,235.02999877929688,235.02999877929688,2488500
2023-06-12,235.22999572753906,238.88999938964844,233.32000732421875,237.89999389648438,237.89999389648438,3644200
2023-06-13,240.0800018310547,246.67999267578125,239.67999267578125,245.44000244140625,245.44000244140625,4335100
2023-06-14,246.8000030517578,248.32000732421875,241.57000732421875,243.32000732421875,243.32000732421875,3122400
2023-06-15,244.0,248.3800048828125,243.47999572753906,247.6699981689453,247.6699981689453,2743900
2023-06-16,249.39999389648438,250.88999938964844,244.97000122070312,245.27000427246094,245.27000427246094,5260800
2023-06-20,242.3300018310547,243.22000122070312,240.5500030517578,241.14999389648438,241.14999389648438,2979800
2023-06-21,238.83999633789062,245.25999450683594,238.02999877929688,241.47999572753906,241.47999572753906,2892500
2023-06-22,240.22999572753906,240.97999572753906,235.9499969482422,237.33999633789062,237.33999633789062,2421600
2023-06-23,234.44000244140625,235.86000061035156,231.27999877929688,234.44000244140625,234.44000244140625,3353400
2023-06-26,235.4600067138672,239.6199951171875,235.1300048828125,236.9499969482422,236.9499969482422,1747400
